Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
1;22;rent;60;36;married;fulltime;75;190;3500;0;1300;1579
1;6;owner;48;34;married;freelance;90;76;4500;0;1100;1192
0;4;parents;36;22;single;fulltime;35;58;1000;0;400;525
1;0;owner;36;65;married;others;45;75;5000;0;400;935
1;7;owner;24;39;married;fulltime;75;260;10000;0;400;1100
1;24;owner;24;47;married;fulltime;75;136;4000;0;435;935
1;18;parents;60;32;married;fulltime;75;152;5000;0;1400;1640
1;0;parents;60;25;married;others;45;209;2000;0;900;1436
1;20;owner;60;41;married;fulltime;75;186;8000;50;900;1700
0;3;parents;60;41;single;fulltime;35;90;0;0;949;949
0;0;owner;60;23;married;fulltime;45;120;4000;1000;1200;1476
1;2;owner;60;29;married;fulltime;60;110;2000;0;1020;1648
0;0;owner;60;39;married;freelance;45;80;6000;0;1100;1131
1;7;owner;48;42;married;fulltime;60;132;8000;720;1000;1350
1;3;owner;24;27;married;fulltime;45;245;14000;0;500;2070
1;10;owner;48;34;married;freelance;75;200;19000;0;750;1590
1;3;parents;24;29;single;fulltime;35;66;0;0;300;525
0;9;owner;36;43;married;freelance;75;267;12000;0;1700;1730
1;30;owner;48;60;married;freelance;60;6;16000;0;1200;1636
1;3;owner;18;24;married;partime;45;185;3500;0;600;925
1;30;other;60;46;married;fulltime;60;144;61;0;1350;1478
0;15;owner;48;50;married;fulltime;60;46;5000;0;1800;2417
1;10;rent;48;28;married;fulltime;56;108;0;0;1100;1684
1;1;rent;24;24;married;partime;50;50;0;0;350;400
1;4;parents;60;23;single;fulltime;35;80;10000;0;1000;1559
1;7;owner;12;51;married;freelance;75;120;5000;0;250;375
1;6;parents;36;29;married;fulltime;105;168;14000;0;650;679
1;14;owner;60;41;married;fulltime;75;183;4000;1100;1500;2730
1;1;parents;60;24;single;fulltime;35;90;0;0;800;994
1;25;owner;48;51;married;fulltime;75;156;3000;0;700;1172
1;8;owner;36;31;separated;fulltime;35;102;3000;0;1000;1364
0;5;owner;60;26;single;freelance;35;142;5500;3800;950;977
1;8;owner;54;31;married;fulltime;75;280;14000;7000;850;1050
1;20;owner;60;54;married;fulltime;60;195;15000;0;900;1430
0;2;rent;36;23;single;fulltime;43;79;0;0;900;1000
1;18;rent;36;45;married;fulltime;45;220;20000;0;800;1600
1;10;owner;36;39;married;fulltime;90;122;3000;0;500;1472
0;2;parents;36;39;married;fulltime;60;87;0;0;2000;2300
1;20;parents;48;37;single;fulltime;35;114;0;0;1200;2472
0;20;rent;48;45;single;freelance;35;94;0;0;900;1300
1;7;rent;60;24;single;fulltime;35;187;4000;2400;1400;1480
0;3;owner;60;39;married;freelance;75;491;90000;0;4000;6700
1;22;owner;36;45;married;fulltime;75;250;10000;0;500;1026
1;10;rent;60;38;married;fulltime;110;204;0;0;1500;1531
1;20;rent;24;40;married;fulltime;77;165;0;0;500;1532
1;20;owner;36;36;married;fulltime;75;130;3500;0;1500;2000
1;2;parents;24;26;single;fulltime;35;79;0;0;590;894
1;22;rent;36;51;single;freelance;35;70;0;0;350;950
1;7;owner;60;34;separated;fulltime;35;96;8000;0;850;1213
1;5;owner;60;39;married;freelance;75;85;4000;0;1200;1463
0;2;rent;48;37;separated;freelance;35;232;0;0;2000;3900
0;13;rent;60;50;single;fulltime;42;66;0;0;800;865
1;17;other;60;46;married;fulltime;75;155;0;0;2000;2086
1;8;owner;24;46;married;freelance;75;184;15000;0;1000;1603
1;0;owner;12;22;married;others;75;100;50000;8000;900;2327
0;0;parents;36;35;married;freelance;75;228;0;0;1450;1500
1;6;rent;36;31;separated;fulltime;49;140;0;0;550;999
1;4;owner;24;32;married;partime;45;158;5500;0;500;1839
1;20;rent;48;40;married;fulltime;75;144;7000;0;500;980
1;38;rent;12;66;married;fulltime;79;340;0;0;700;1568
1;26;rent;60;50;married;fulltime;85;250;0;0;1000;1297
1;3;owner;12;30;married;fulltime;60;296;4500;2000;200;1338
0;5;parents;48;24;single;partime;35;139;2000;0;1000;1492
1;12;owner;60;28;married;fulltime;75;110;3500;1394;900;1082
0;1;parents;24;23;single;partime;35;70;0;0;500;640
1;4;owner;60;41;married;fulltime;45;87;6500;0;1100;1670
0;13;rent;60;38;married;fulltime;90;108;1500;30;1400;1410
1;1;parents;36;21;married;fulltime;45;90;2000;0;1200;1350
1;5;parents;60;21;single;fulltime;45;56;0;0;1400;2067
1;10;rent;36;46;married;fulltime;114;235;0;0;500;1531
0;1;parents;60;36;married;partime;60;60;0;0;1400;1612
1;3;rent;36;20;single;partime;58;225;0;0;1500;2050
0;5;rent;60;40;married;freelance;54;89;0;0;1200;1457
0;2;rent;36;32;married;fulltime;75;80;2500;0;1300;1813
0;19;rent;60;37;separated;fulltime;41;63;0;0;2700;2957
1;1;owner;60;52;married;fulltime;60;250;3000;0;1550;1850
1;5;rent;24;32;separated;freelance;35;143;8000;0;600;1350
1;7;rent;60;30;married;fulltime;42;73;0;0;950;1169
1;25;rent;60;48;married;fulltime;103;126;3500;0;1450;1575
1;11;owner;36;32;married;fulltime;60;101;12000;2400;965;1265
0;27;owner;60;58;married;freelance;60;60;15000;0;1450;1657
1;19;owner;60;56;married;fulltime;45;169;7000;0;1400;1714
0;2;rent;48;48;married;others;109;193;0;0;1140;1143
1;5;rent;24;41;separated;fulltime;44;90;0;0;550;1319
1;10;parents;24;40;married;partime;60;116;2000;0;480;620
0;1;parents;48;21;single;partime;35;60;0;0;1350;1601
1;6;parents;48;24;single;fulltime;35;107;6500;1172;1000;1200
1;22;owner;18;57;married;fulltime;45;150;6000;0;500;1727
0;0;rent;48;54;married;freelance;135;254;0;0;2000;2476
0;6;parents;36;31;single;freelance;35;319;0;0;1200;1730
1;3;other;36;40;married;fulltime;60;90;55;0;400;1661
1;2;owner;12;32;married;freelance;45;122;5000;500;350;625
1;1;parents;60;30;married;freelance;60;93;0;0;1600;1647
1;18;owner;36;42;married;fulltime;75;121;2000;150;900;1633
1;2;parents;24;23;single;partime;35;93;2500;0;230;670
1;17;rent;48;36;married;fulltime;61;162;0;0;1000;1641
0;0;rent;48;42;married;partime;75;154;0;0;1300;1400
1;2;parents;36;24;married;freelance;45;43;0;0;1000;2223
1;9;owner;60;53;married;freelance;60;51;8000;3000;1450;1970
1;11;rent;60;29;married;fulltime;74;135;0;0;1000;1097
0;3;owner;48;53;married;others;75;60;148;1;1500;1637
1;2;parents;60;23;single;fulltime;35;106;0;0;820;1097
1;32;parents;42;53;married;freelance;60;160;0;0;200;829
0;8;parents;60;28;single;fulltime;35;76;0;0;1300;1550
0;1;owner;60;40;married;fulltime;45;137;3000;180;1700;1777
1;24;other;60;40;married;fulltime;45;115;0;0;1250;1461
0;1;parents;30;23;single;freelance;35;60;0;0;800;1452
1;15;rent;48;55;widow;fulltime;62;173;0;0;1100;1467
1;24;owner;48;48;married;fulltime;75;90;3000;0;400;975
0;5;rent;36;48;married;freelance;97;365;0;0;1300;1736
0;1;other;36;44;married;fulltime;60;154;2500;0;2000;2500
0;0;parents;36;29;separated;freelance;35;56;0;0;650;975
0;4;rent;60;46;married;freelance;70;100;0;0;2400;2500
1;0;parents;36;23;single;fulltime;35;70;0;0;900;1210
1;2;other;48;29;single;fulltime;35;75;0;0;650;824
1;25;owner;60;63;married;freelance;60;60;47500;3360;1000;1162
1;17;rent;24;40;married;fulltime;58;128;0;0;700;982
1;14;parents;48;37;married;fulltime;60;120;0;0;1000;1189
0;0;other;60;23;single;fulltime;35;54;0;0;700;969
1;15;owner;36;49;married;fulltime;75;113;8000;0;1050;1055
0;16;rent;60;40;married;freelance;82;71;0;0;2000;2250
1;16;owner;36;40;married;fulltime;90;120;6000;0;900;1150
1;1;parents;36;23;single;fulltime;35;55;5000;0;775;925
1;15;owner;36;42;single;fulltime;35;90;5000;3000;1000;1243
1;5;owner;60;35;married;freelance;45;69;1;0;700;768
1;5;rent;48;28;married;fulltime;60;154;3000;0;825;1661
0;0;owner;48;39;married;freelance;60;16;3000;0;850;1053
1;1;owner;36;36;married;freelance;75;416;8000;0;3875;5175
1;13;parents;48;28;married;fulltime;90;105;0;0;1200;1590
1;10;rent;36;38;married;fulltime;66;210;0;0;500;1171
1;2;owner;60;33;married;fulltime;35;146;8000;2000;1000;1844
1;2;parents;60;30;separated;freelance;35;150;0;0;1500;1671
0;0;owner;36;36;married;others;45;105;5000;3000;1000;1620
1;13;owner;60;28;married;fulltime;45;148;3500;144;1350;1496
1;0;rent;48;56;married;others;35;84;4500;50;700;940
1;8;rent;48;39;married;freelance;66;60;0;0;700;1580
1;4;owner;36;54;married;freelance;35;80;25000;0;1400;1490
1;15;parents;60;35;single;fulltime;45;226;6000;2200;1350;1609
1;1;owner;48;29;married;fulltime;45;130;4000;0;1000;1777
0;20;rent;60;47;married;fulltime;85;100;8000;0;1250;1250
1;2;owner;60;35;married;others;60;175;2500;0;1250;1412
0;0;other;60;32;single;partime;35;38;0;0;600;1690
1;0;rent;60;35;single;fulltime;51;163;0;0;1000;1353
1;15;other;36;30;married;fulltime;45;131;0;0;250;1341
1;24;owner;48;39;married;fulltime;75;125;6000;200;1000;1409
1;15;owner;48;57;married;freelance;35;212;65000;0;1300;1852
0;1;rent;24;32;single;freelance;35;89;0;0;290;490
1;17;rent;30;45;married;fulltime;55;104;0;0;550;575
0;1;rent;24;24;single;partime;42;65;0;0;750;1192
0;2;parents;60;23;single;partime;35;75;0;0;1100;1139
1;0;parents;60;24;single;fulltime;35;126;1500;0;900;1092
1;0;parents;18;20;married;fulltime;35;91;0;0;600;750
1;14;rent;36;49;married;fulltime;70;103;0;0;500;1017
1;2;parents;60;24;single;fulltime;35;100;0;0;1600;1601
1;7;rent;60;40;married;freelance;76;164;3000;0;800;1032
1;6;owner;60;31;married;fulltime;45;131;4000;1600;600;1661
1;2;other;18;25;married;freelance;60;54;0;0;850;1400
1;0;other;48;39;married;fulltime;60;85;0;0;1450;1594
0;2;rent;60;22;married;partime;35;60;2800;0;1300;1422
0;0;owner;36;30;separated;freelance;60;48;7000;0;300;365
1;0;parents;60;21;single;partime;45;312;10000;0;1033;1175
1;0;parents;24;22;single;partime;35;80;0;0;650;1356
0;0;rent;18;28;married;fulltime;68;83;0;0;200;300
1;8;owner;24;32;married;fulltime;60;77;4000;0;350;865
1;2;parents;24;23;single;freelance;35;63;20000;0;600;2143
1;0;parents;24;36;married;others;90;31;0;0;625;725
0;2;rent;60;20;single;fulltime;46;108;0;0;1200;1300
1;4;owner;60;25;married;fulltime;45;68;4500;1379;725;1460
1;5;parents;30;24;married;fulltime;35;120;0;0;700;1804
1;8;owner;36;35;married;fulltime;45;213;6000;0;1700;2450
1;10;parents;48;58;married;others;35;450;2500;0;1200;1505
1;5;owner;60;32;married;fulltime;45;145;13000;0;1500;1850
0;15;owner;36;56;married;freelance;35;90;16000;0;800;1300
1;2;rent;60;53;widow;fulltime;46;114;0;0;1050;1348
1;2;parents;60;26;single;fulltime;35;104;10000;0;1400;1490
1;20;owner;60;40;married;fulltime;45;240;8000;0;900;950
1;1;owner;36;48;married;others;45;45;32000;0;1500;2700
1;10;parents;60;28;single;fulltime;35;70;3500;0;1300;1743
1;0;owner;60;34;married;fulltime;60;85;4000;0;1100;1628
1;11;owner;60;28;married;fulltime;35;82;1500;0;1090;1491
0;2;rent;24;30;married;partime;53;80;0;0;500;975
0;20;owner;48;47;married;freelance;45;66;1;0;1200;1668
0;0;rent;60;43;married;partime;90;82;4000;0;600;790
1;3;owner;60;41;married;fulltime;75;99;16000;500;1000;3300
1;28;owner;48;54;married;freelance;75;46;15000;0;900;1300
1;23;other;54;38;separated;fulltime;60;178;0;0;740;989
1;4;rent;60;30;married;fulltime;60;147;5500;2000;1700;1719
1;11;owner;48;41;married;freelance;45;280;4000;1300;1000;1350
1;12;owner;60;45;married;freelance;35;75;4000;0;1000;1100
1;6;owner;6;29;married;fulltime;45;190;5000;0;200;2179
0;0;owner;6;33;single;partime;45;240;4500;0;675;1146
1;1;parents;48;25;single;freelance;35;280;6000;0;1100;1650
0;8;other;60;41;married;freelance;45;62;0;0;1800;2101
1;12;owner;48;35;married;fulltime;60;90;4500;0;900;1097
1;17;parents;36;33;separated;fulltime;35;96;0;0;475;475
1;17;rent;60;44;married;fulltime;51;159;0;0;1100;1668
1;1;owner;48;42;married;fulltime;75;155;8000;0;600;1680
1;19;rent;60;42;single;fulltime;43;78;0;0;730;1070
0;0;rent;24;42;married;fulltime;103;283;0;0;1897;2517
1;10;owner;54;41;married;fulltime;45;130;4500;0;1700;1957
1;16;other;42;49;married;fulltime;45;80;0;0;700;950
1;0;rent;36;42;single;partime;48;129;0;0;525;525
1;5;owner;60;49;married;fulltime;35;122;5000;0;1500;1740
1;10;owner;30;32;married;freelance;60;65;3000;0;600;1200
1;7;parents;36;24;single;fulltime;35;127;0;0;300;2612
1;3;other;48;28;married;fulltime;35;125;1500;0;1500;1689
1;0;owner;36;42;married;freelance;60;260;3000;250;1100;1288
1;10;rent;60;42;married;fulltime;76;158;5000;0;1000;1000
1;32;owner;36;49;married;fulltime;75;163;4000;0;400;700
0;14;owner;48;29;married;fulltime;75;131;4000;0;980;2981
1;20;rent;60;38;married;fulltime;74;140;0;0;1500;1600
1;26;owner;60;41;married;fulltime;45;132;0;0;1100;1472
1;10;rent;60;46;married;fulltime;75;66;5500;1700;1250;1525
1;6;owner;60;33;married;partime;60;140;6000;0;1150;1715
1;2;owner;60;23;single;fulltime;35;150;3000;0;2000;4904
1;24;owner;48;39;married;fulltime;75;110;3000;0;1150;1379
0;2;rent;48;27;married;others;75;59;2500;2200;1200;1530
1;3;rent;36;37;married;freelance;45;87;4500;0;900;1596
1;1;parents;48;23;single;fulltime;35;139;0;0;650;650
1;2;parents;36;22;single;partime;35;100;25000;0;1400;1850
1;16;rent;60;35;single;fulltime;49;135;0;0;1300;1310
1;5;owner;48;46;married;fulltime;90;137;2000;0;1100;1487
1;1;rent;60;40;married;fulltime;57;120;0;0;1500;1737
1;0;rent;48;52;married;freelance;35;91;5000;0;800;1794
1;7;owner;36;41;married;fulltime;75;87;4500;0;2000;2104
1;23;rent;48;57;single;fulltime;49;142;0;0;1300;1450
1;2;parents;60;35;single;others;35;65;0;0;1100;1324
1;10;owner;6;46;married;freelance;45;464;10000;0;1100;2235
0;5;rent;60;42;married;freelance;113;83;0;0;1530;1530
0;0;other;60;38;married;fulltime;45;183;0;0;1500;1700
1;0;owner;48;25;single;fulltime;35;126;2800;0;1170;1372
0;0;parents;24;20;single;partime;35;66;0;0;550;550
1;2;rent;48;24;single;fulltime;44;90;0;0;1200;1450
1;10;other;60;57;married;fulltime;60;84;9000;0;1400;1423
1;4;other;60;37;married;freelance;60;61;0;0;1420;1450
1;4;parents;60;27;married;freelance;35;103;0;0;1050;1214
0;2;owner;60;31;married;fulltime;45;55;4000;800;700;1250
1;43;other;24;60;married;fulltime;60;185;0;0;319;1669
1;8;parents;48;34;single;fulltime;35;85;0;0;1000;1383
1;9;owner;48;26;married;fulltime;35;101;5000;0;500;1997
1;8;rent;48;25;single;fulltime;45;180;1500;0;1100;1200
1;30;other;48;50;married;fulltime;45;220;0;0;600;900
0;2;owner;48;41;married;fulltime;60;142;4000;0;2000;2465
1;5;parents;24;32;married;fulltime;35;91;0;0;450;530
0;2;rent;60;62;married;others;41;57;8000;0;1200;1500
1;1;owner;48;27;single;fulltime;45;62;5000;0;1500;1788
0;10;owner;48;54;married;freelance;35;27;5000;0;1050;1054
0;4;other;36;54;married;freelance;60;37;0;0;250;350
1;22;other;24;36;married;fulltime;45;176;0;0;700;1428
1;7;owner;60;55;married;fulltime;45;124;5000;0;800;982
0;1;parents;60;19;single;fulltime;45;128;9500;2800;1300;1540
0;7;owner;60;31;married;fulltime;60;92;3500;991;1050;1158
1;7;other;48;55;married;fulltime;75;100;6000;0;1200;1700
1;21;owner;36;37;married;fulltime;75;300;7000;3500;1100;1876
1;8;owner;24;51;married;fulltime;45;167;8000;0;250;400
1;25;owner;60;51;married;fulltime;60;222;7000;0;1300;1400
0;1;parents;48;22;single;freelance;35;169;10000;0;650;722
1;0;rent;60;57;married;others;43;80;0;0;1200;1515
0;5;rent;48;48;married;freelance;65;50;0;0;1200;1487
1;13;parents;60;28;married;fulltime;35;138;0;0;1080;1192
1;2;rent;36;54;married;fulltime;54;187;0;0;1200;2050
0;1;owner;60;53;married;freelance;35;140;8000;0;1600;2222
1;7;parents;60;25;single;fulltime;35;58;28000;0;1100;1338
1;18;other;36;42;single;fulltime;35;83;0;0;700;1380
0;1;rent;36;40;separated;others;79;38;0;0;400;400
1;6;owner;48;35;married;freelance;60;51;3500;350;1300;1588
0;2;owner;60;42;widow;others;45;35;6000;0;650;865
1;12;owner;48;31;married;fulltime;60;84;5000;0;700;1702
1;7;parents;60;30;single;fulltime;35;95;0;0;900;1158
1;18;owner;36;41;married;fulltime;45;104;12000;800;900;1607
1;6;owner;36;58;married;fulltime;60;390;45000;0;1000;2318
1;10;owner;60;50;married;fulltime;75;209;13500;0;1450;1786
1;7;rent;48;27;married;fulltime;60;71;800;0;800;1505
1;1;parents;36;33;married;fulltime;35;200;0;0;600;1580
0;1;owner;60;47;separated;fulltime;35;48;5000;0;1200;1445
0;0;parents;60;38;separated;freelance;45;66;0;0;700;1738
1;7;owner;24;41;married;freelance;45;86;6000;0;1200;2676
0;16;owner;36;30;married;fulltime;45;82;4500;0;800;975
1;10;owner;36;49;married;freelance;45;126;5000;0;800;1150
1;11;owner;48;53;married;fulltime;45;111;5000;0;1300;1763
1;20;owner;48;44;married;fulltime;45;87;3000;0;800;1694
1;1;rent;6;34;married;freelance;99;535;0;0;500;1196
1;8;rent;36;51;married;freelance;60;104;0;0;400;600
0;1;owner;60;36;married;freelance;45;41;4000;2000;1500;1743
1;13;other;48;40;married;freelance;75;270;0;0;2300;2750
0;8;parents;36;27;single;partime;35;53;0;0;225;350
0;1;owner;36;38;married;freelance;90;49;7000;300;1200;1619
1;13;other;60;40;married;fulltime;60;140;0;0;700;1465
1;2;parents;60;24;single;fulltime;35;67;0;0;316;1080
1;6;owner;48;37;married;freelance;45;189;15750;3000;2300;2936
1;0;rent;60;30;married;fulltime;43;80;0;0;1000;1056
1;8;rent;48;44;married;fulltime;62;170;0;0;1000;1387
1;8;rent;36;31;married;fulltime;60;110;2000;360;400;450
1;4;other;60;27;married;fulltime;35;98;5000;0;1200;1609
0;7;parents;24;31;married;freelance;35;67;0;0;200;2000
1;3;owner;12;28;married;fulltime;35;120;8000;0;1000;2997
1;8;owner;36;38;married;fulltime;45;150;23000;0;2800;4400
1;1;parents;36;25;single;fulltime;35;62;0;0;750;1366
1;17;owner;48;51;married;freelance;35;100;16000;0;1100;1358
1;3;owner;60;36;married;fulltime;45;160;6500;0;1500;2038
1;13;owner;48;37;married;fulltime;60;205;5000;0;600;1243
0;9;rent;60;37;single;fulltime;47;115;0;0;1600;1800
0;0;other;48;45;married;fulltime;45;75;0;0;1000;1135
0;0;other;60;51;married;freelance;60;198;0;0;1300;1321
0;15;owner;24;34;married;freelance;35;76;148;1;1300;2099
1;15;owner;12;39;married;freelance;60;110;4000;0;700;1100
1;1;owner;60;49;married;fulltime;105;531;47000;0;1400;1601
1;5;rent;60;24;single;fulltime;35;145;4000;0;1000;1346
1;5;rent;48;36;married;freelance;72;120;100000;0;775;950
1;0;owner;24;33;married;partime;35;100;8000;0;500;2700
1;12;owner;60;39;married;fulltime;45;167;6000;0;1435;1875
1;14;owner;12;41;married;freelance;60;245;7000;0;500;1253
1;23;owner;36;59;married;fulltime;35;100;7000;0;850;1334
1;8;owner;48;46;married;freelance;75;190;7000;0;800;847
1;3;owner;60;32;married;fulltime;35;125;9000;2300;1350;1550
1;15;owner;60;33;married;fulltime;45;90;3000;0;1200;1323
1;4;owner;60;34;married;fulltime;45;205;11000;3700;1300;2060
0;3;other;24;28;single;fulltime;35;51;0;0;800;1750
1;31;owner;48;56;married;fulltime;35;144;3000;0;850;928
0;5;rent;36;40;married;freelance;35;146;0;0;1800;2800
0;11;owner;60;45;married;fulltime;105;235;2000;670;1400;2079
1;8;owner;36;46;married;fulltime;35;160;6000;600;600;1100
1;11;rent;60;54;married;fulltime;54;90;0;0;1000;1303
1;21;other;60;43;single;fulltime;35;115;0;0;1000;1338
1;1;owner;48;53;married;freelance;35;213;20000;0;1250;2040
0;0;owner;60;43;married;fulltime;60;85;4000;0;1500;1813
1;4;rent;36;51;married;others;45;192;4000;108;575;1075
0;30;owner;60;61;married;freelance;35;169;60000;0;950;1015
1;14;owner;60;34;single;fulltime;35;90;5000;0;1000;1349
1;3;parents;36;26;married;freelance;35;61;18000;0;800;1000
1;3;parents;18;21;single;fulltime;35;75;0;0;500;1364
1;2;parents;60;41;married;fulltime;35;80;0;0;1000;1500
1;10;owner;60;28;married;freelance;45;64;4000;0;1200;1214
0;3;rent;36;23;married;fulltime;53;178;0;0;1600;2000
0;0;rent;6;37;separated;freelance;35;239;0;0;760;768
1;10;owner;60;27;married;freelance;35;180;8000;3530;1700;1847
1;26;owner;60;56;married;fulltime;35;120;3500;0;1400;1477
0;1;owner;60;40;married;freelance;35;349;6000;4000;1300;1511
0;12;other;60;36;married;fulltime;60;99;0;0;750;790
1;15;rent;48;46;married;fulltime;57;122;0;0;1350;1500
1;17;owner;6;42;married;fulltime;90;111;10000;0;1000;2626
0;5;other;48;46;married;freelance;75;91;6000;0;4500;6222
1;6;parents;60;23;single;fulltime;35;109;0;0;1332;1332
0;0;owner;36;54;married;others;60;35;20000;0;1000;1613
1;10;owner;48;38;married;fulltime;60;371;10000;4350;1450;1670
1;10;other;42;26;single;fulltime;35;67;0;0;800;1400
1;6;owner;60;33;married;freelance;60;199;11000;450;1350;2006
0;1;rent;48;40;married;freelance;45;107;4000;0;750;1720
1;2;rent;48;33;single;partime;41;57;0;0;1230;1515
1;11;owner;30;27;married;fulltime;45;70;3500;0;1200;1531
0;1;owner;48;25;married;partime;35;63;3500;0;890;890
1;16;owner;60;32;married;fulltime;35;204;7000;0;1200;1503
1;20;owner;24;51;married;fulltime;45;185;10000;0;600;750
0;5;owner;48;40;married;fulltime;75;115;20000;100;1200;1800
1;3;owner;36;37;married;freelance;35;141;5000;400;1000;1912
1;13;rent;48;36;married;fulltime;75;81;4750;0;1200;1385
1;6;rent;60;25;married;fulltime;55;100;0;0;1000;11140
1;11;parents;48;28;single;fulltime;35;96;0;0;1100;1370
1;3;owner;60;34;married;freelance;45;161;3000;0;1350;1423
0;2;owner;60;20;single;fulltime;35;150;32000;2000;1500;1599
1;13;rent;60;34;married;fulltime;65;199;0;0;1550;2100
1;7;parents;24;45;single;fulltime;35;96;0;0;300;600
1;3;rent;24;28;married;fulltime;80;198;0;0;100;560
1;3;owner;60;27;married;freelance;45;21;4000;0;1050;1064
1;25;owner;60;63;married;freelance;60;70;10000;0;700;925
0;6;parents;60;23;single;fulltime;35;50;0;0;1200;1830
1;3;owner;60;26;married;freelance;35;121;8000;3055;1400;1581
0;2;rent;60;41;separated;fulltime;41;58;0;0;1000;1189
0;1;parents;48;27;single;fulltime;35;93;6000;0;550;818
1;32;owner;36;53;married;fulltime;35;100;4000;0;475;550
1;15;parents;36;37;married;fulltime;75;130;0;0;800;1479
1;4;owner;48;50;married;freelance;75;260;81;0;900;1073
0;2;other;36;30;single;fulltime;35;55;0;0;950;1316
1;0;owner;48;45;married;partime;35;110;3000;0;1200;1642
0;10;rent;24;36;married;freelance;60;69;0;0;240;240
1;10;owner;60;39;married;freelance;45;95;3000;0;1000;1058
1;5;rent;60;44;married;freelance;75;232;5000;0;1800;1888
1;6;owner;36;47;married;freelance;60;35;10000;0;1200;1974
1;20;rent;48;55;married;freelance;51;156;0;0;1000;1643
0;16;parents;60;35;separated;fulltime;35;105;0;0;800;1084
0;2;rent;36;32;married;fulltime;51;58;0;0;500;615
1;9;owner;24;40;married;freelance;60;89;5000;0;500;1490
0;1;other;48;23;single;partime;35;147;0;0;1000;1843
0;2;owner;60;38;married;fulltime;75;77;13000;5000;1805;1805
1;6;owner;60;47;married;fulltime;60;66;5000;0;600;1625
1;8;rent;48;33;married;fulltime;73;125;0;0;944;1054
1;10;owner;60;33;married;freelance;45;150;13000;0;1500;2738
1;0;parents;36;22;single;partime;35;105;3000;0;750;1092
1;15;owner;24;64;married;freelance;75;500;29500;3500;800;1081
1;15;parents;48;46;divorced;fulltime;35;125;0;0;1000;1284
1;1;parents;18;23;single;partime;35;50;0;0;250;1139
1;3;owner;60;30;married;fulltime;45;95;3700;1250;1300;1665
1;17;rent;48;37;married;fulltime;53;181;0;0;1050;1317
1;15;owner;60;45;divorced;fulltime;35;140;16000;0;1000;1200
1;0;parents;48;26;single;fulltime;35;75;0;0;850;1400
1;15;parents;60;34;married;fulltime;75;182;3000;0;1500;1889
1;11;parents;30;27;single;fulltime;35;117;0;0;600;1293
1;9;rent;60;26;married;fulltime;35;217;4000;0;750;1546
1;1;owner;12;61;married;others;35;58;18000;0;500;1342
1;11;owner;36;34;married;fulltime;60;180;23000;0;400;1084
1;8;parents;24;23;single;partime;45;110;0;0;900;931
0;5;owner;48;40;married;fulltime;35;87;5000;0;600;1258
1;0;parents;42;21;single;fulltime;35;75;0;0;900;1141
1;0;other;60;37;married;fulltime;60;198;0;0;1000;1000
1;10;owner;60;40;married;fulltime;60;233;15000;2640;1400;2038
1;7;owner;30;30;married;fulltime;45;126;7000;0;500;1661
0;8;parents;60;49;married;freelance;105;43;3000;0;1200;1451
1;36;owner;60;61;married;fulltime;45;154;4000;0;1350;1650
1;4;owner;48;29;married;fulltime;45;160;3500;0;1000;1226
1;0;parents;24;21;single;fulltime;35;160;0;0;900;1681
0;10;owner;60;40;married;fulltime;45;70;7500;0;1388;1388
1;9;rent;60;41;married;fulltime;72;120;6000;700;1600;1776
1;8;owner;36;30;married;freelance;45;80;7000;3000;1000;1734
1;9;rent;36;39;married;freelance;54;90;0;0;600;875
0;1;parents;36;24;single;partime;35;120;0;0;250;750
1;19;owner;60;46;married;freelance;60;190;7000;0;1500;2755
1;18;owner;36;34;married;fulltime;60;130;6000;0;650;1601
1;7;owner;60;28;married;fulltime;35;111;3000;0;1600;1707
1;9;rent;60;43;married;fulltime;88;280;0;0;850;863
1;8;rent;60;31;single;fulltime;46;110;0;0;850;880
0;5;rent;36;28;married;freelance;60;184;0;0;900;1200
1;30;owner;60;54;married;fulltime;60;150;15000;0;1000;1388
0;10;rent;48;37;married;fulltime;60;150;1000;0;1200;1350
1;0;owner;36;47;married;partime;35;85;1;0;500;700
0;10;owner;36;36;married;freelance;60;200;7000;0;1100;1250
1;9;other;48;24;single;fulltime;45;88;0;0;1200;1302
0;2;other;60;22;single;fulltime;35;58;12000;0;1450;1600
0;13;other;48;37;married;fulltime;60;98;0;0;950;1365
1;24;owner;60;45;married;fulltime;90;198;3500;0;900;1541
1;10;owner;60;39;married;freelance;60;171;39000;0;3000;3569
1;10;parents;36;37;single;fulltime;35;150;0;0;1000;2484
0;0;other;60;23;single;partime;35;72;0;0;1000;1084
1;7;owner;6;52;married;freelance;60;101;9000;0;550;2136
1;8;rent;48;31;married;fulltime;60;122;4000;0;1400;1732
1;2;owner;60;31;married;fulltime;60;306;4000;0;1000;2095
1;18;rent;60;48;widow;freelance;45;200;8500;500;1300;1309
1;14;owner;60;28;married;fulltime;60;107;6000;2500;950;1610
1;1;parents;24;29;single;partime;35;147;0;0;650;1370
0;25;owner;60;44;single;fulltime;35;100;3500;360;1050;1606
1;5;owner;60;31;single;fulltime;35;172;8000;0;850;1934
1;4;owner;6;30;single;fulltime;35;300;10000;0;750;1436
1;13;owner;36;40;widow;fulltime;35;109;6000;3300;900;1073
1;11;owner;48;28;single;fulltime;35;345;6000;0;830;1152
