Class;Name;Title;Sex;Age;Hometown;Boarded;Home country;Destination;Position;Station;Survived;Lifeboat;Body
3;Pedersen, Mr. Olaf;Mr;Male;28;Sandefjord;Norway;Southampton;Seattle, Washington, US;;;0;;
3;Peduzzi, Mr. Giuseppe;Mr;Male;24;London;England;Southampton;New York City;;;0;;
3;Pekoniemi, Mr. Edvard Johannes;Mr;Male;21;Heinola;Finland;Southampton;New York City;;;0;;
3;Peltomäki, Mr. Nikolai Johannes;Mr;Male;25;Helsinki;Finland;Southampton;New York City;;;0;;
3;Perkin, Mr. John Henry;Mr;Male;22;Holsworthy, Devon;England;Southampton;Saskatoon, Saskatchewan, Canada;;;0;;
3;Persson, Mr. Ernst Ulrik;Mr;Male;25;Stockholm, Uppland;Sweden;Southampton;Indianapolis, Indiana, US;;;1;15;
3;"Peters, Miss Catherine ""Katie""";Miss;Female;26;Cahir, Tipperary;Ireland;Queenstown;New York City;;;0;;
3;Petersen, Mr. Marius;Mr;Male;24;London;England;Southampton;New York City;;;0;;
3;Petranec, Miss Matilda;Miss;Female;28;Vagovina;Croatia;Southampton;Harrisburg, Pennsylvania, US;;;0;;
3;Petroff, Mr. Nadjalko;Mr;Male;19;Gumostnik, Lovec;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Petroff, Mr. Pastcho;Mr;Male;29;Belish, Troyan;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Pettersson, Miss Ellen Natalia;Miss;Female;18;Stockholm, Uppland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Pettersson, Mr. Johan Emil;Mr;Male;25;Västermo, Södermanland;Sweden;Southampton;Chicago, Illinois, US;;;0;;
3;Pickard, Mr. Berk (Trembisky);Mr;Male;32;Warsaw;Poland;Southampton;San Francisco, US;;;1;9;
3;Plotcharsky, Mr. Vasil;Mr;Male;27;Unknown;Bulgaria;Southampton;Tulsa, Oklahoma, US;;;0;;
3;Pocrni?, Mr. Mate;Mr;Male;17;Bukovac;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;Pocrni?, Mr. Tome;Mr;Male;24;Bukovac;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;Pullner, Mr. Uscher;Mr;Male;16;Unknown;Unknown;Cherbourg;New York City;;;0;;
3;Radeff, Mr. Alexander;Mr;Male;27;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Rasmussen, Mrs. Lena Jakobsen (née Solvang);Mr;Female;62;Haugesund, Rogaland;Norway;Southampton;Centerville, South Dakota, US;;;0;;
3;Razi, Mr. Raihed;Mr;Male;30;Tebnine;Lebanon;Cherbourg;New York City;;;0;;
3;Reed, Mr. James George;Mr;Male;19;Penarth, Glamorgan;Wales;Southampton;New York City;;;0;;
3;Reki?, Mr. Tido;Mr;Male;38;Bosanska Krupa;Bosnia;Southampton;Harrisburg, Pennsylvania, US;;;0;;
3;Reynolds, Mr. Harold J.;Mr;Male;21;London;England;Southampton;Toronto, Ontario, Canada;;;0;;327MM
3;Rice, Mrs. Margaret (née Norton);Mr;Female;39;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;12MB
3;Rice, Master Albert;Master;Male;10;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;
3;Rice, Master George Hugh;Master;Male;8;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;
3;"Rice, Master Frederick Thomas ""Eric""";Master;Male;7;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;
3;Rice, Master Arthur;Master;Male;4;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;
3;Rice, Master Eugene Francis;Master;Male;2;Athlone, Westmeath;Ireland;Queenstown;Spokane, Washington, US;;;0;;
3;"Riihivuori, Miss Susanna Juhantytär ""Sanni""";Miss;Female;22;Ylihärmä, South Ostrobothnia;Finland;Southampton;Coal Center, Pennsylvania, US;;;0;;
3;Rintamäki, Mr. Matti;Mr;Male;35;Kyyny;Finland;Southampton;Sudbury, Ontario, Canada;;;0;;
3;Riordan, Miss Hannah;Miss;Female;18;Glenlougha, Cork;Ireland;Queenstown;New York City;;;1;13;
3;Risien, Mr. Samuel Beard;Mr;Male;69;Deal, Kent;England;Southampton;Groesbeck, Texas, US;;;0;;
3;Risien, Mrs. Emma Jane(née Lellyet);Mr;Female;58;Durban;South Africa;Southampton;Groesbeck, Texas, US;;;0;;
3;Robins, Mr. Alexander A.;Mr;Male;50;St Austell, Cornwall;England;Southampton;Yonkers, New York, US;;;0;;119MB
3;Robins, Mrs. Grace Charity (née Laury);Mr;Female;47;St Austell, Cornwall;England;Southampton;Yonkers, New York, US;;;0;;7MB
3;Rogers, Mr. William John;Mr;Male;29;Pontardawe, West Glamorgan;Wales;Southampton;New York City;;;0;;
3;Rommetvedt, Mr. Knud Paust;Mr;Male;49;Hogstad;Norway;Southampton;New York City;;;0;;
3;Rosblom, Mrs. Helena Wilhelmina;Mr;Female;41;Suistamo;Finland;Southampton;Astoria, Oregon, US;;;0;;
3;Rosblom, Mr. Viktor Rickard;Mr;Male;18;Suistamo;Finland;Southampton;Astoria, Oregon, US;;;0;;
3;Rosblom, Miss Salli Helena;Miss;Female;2;Suistamo;Finland;Southampton;Astoria, Oregon, US;;;0;;
3;Roth, Miss Sarah A.;Miss;Female;26;London;England;Southampton;New York City;;;1;C;
3;Rouse, Mr. Richard Henry;Mr;Male;50;Sittingbourne, Kent;England;Southampton;Cleveland, Ohio, US;;;0;;
3;Rush, Mr. Alfred George John;Mr;Male;16;Strood, Kent;England;Southampton;Detroit, Michigan, US;;;0;;
3;Ryan, Mr. Edward;Mr;Male;24;Ballinascreen, Tipperary;Ireland;Queenstown;Troy, New York, US;;;1;14;
3;Ryan, Mr. Patrick;Mr;Male;29;Askeaton, Limerick;Ireland;Queenstown;Bronx, New York, US;;;0;;
3;Sæther, Mr. Simon Sivertsen;Mr;Male;43;Skaun, Sør-Trøndelag;Norway;Southampton;US;;;0;;32MB
3;Saad, Mr. Amin;Mr;Male;30;Tebnine;Lebanon;Cherbourg;New York City;;;0;;
3;Saad, Mr. Khalil;Mr;Male;25;Kfar Mechi;Syria;Cherbourg;Ottawa, Ontario, Canada;;;0;;
3;Sadlier, Mr. Matthew;Mr;Male;20;Mohill, Leitrim;Ireland;Queenstown;Lakewood Township, New Jersey, US;;;0;;
3;Sadowitz, Mr. Harry;Mr;Male;17;London;England;Southampton;Providence, Rhode Island, US;;;0;;
3;Sage, Mr. John George;Mr;Male;44;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Mrs. Annie Elizabeth (née Cazaly);Mr;Female;44;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Miss Stella Anne;Miss;Female;20;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Mr. George John;Mr;Male;19;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Mr. Douglas Bullen;Mr;Male;18;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Mr. Frederick;Mr;Male;16;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;"Sage, Miss Dorothy Florence ""Dolly""";Miss;Female;14;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;"Sage, Master Anthony William ""Will""";Master;Male;13;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;67MB
3;Sage, Miss Elizabeth Ada;Miss;Female;10;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Miss Constance Gladys;Miss;Female;7;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Sage, Master Thomas Henry;Master;Male;4;Peterborough, Cambridgeshire;England;Southampton;Jacksonville, Florida, US;;;0;;
3;Salander, Mr. Karl Johan;Mr;Male;24;Genevad, Halland;Sweden;Southampton;Red Wing, Minnesota, US;;;0;;
3;Salkjelsvik, Miss Anna Kristine;Miss;Female;21;Ålesund, Møre og Romsdal;Norway;Southampton;Proctor, Minnesota, US;;;1;C;
3;Salonen, Mr. Johan Verner;Mr;Male;39;Aberdeen, Washington;US;Southampton;Aberdeen, Washington, US;;;0;;
3;Sa'maan, Master Butrus;Master;Male;10;Hardîne;Lebanon;Cherbourg;Wilkes Barre, Pennsylvania, US;;;0;;
3;Sa'maan, Mr. Hanna Ilyas;Mr;Male;40;Hardîne;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;0;;
3;Sa'maan, Mr. Ilyas;Mr;Male;17;Hardîne;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;0;;
3;"Sa'maan, Mr. Youssef Omar ""Joseph""";Mr;Male;16;Hardîne;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;0;;
3;Sandström, Mrs. Agnes Charlotta (née Bengtsson);Mr;Female;24;Motala, Östergötland;Sweden;Southampton;San Francisco, US;;;1;13;
3;Sandström, Miss Marguerite Rut;Miss;Female;4;Motala, Östergötland;Sweden;Southampton;San Francisco, US;;;1;13;
3;Sandström, Miss Beatrice Irene;Miss;Female;1;Motala, Östergötland;Sweden;Southampton;San Francisco, US;;;1;13;
3;Sap, Mr. Julius (Jules);Mr;Male;21;Zwevezele;Belgium;Southampton;Detroit, Michigan, US;;;1;11;
3;Saundercock, Mr. William Henry;Mr;Male;19;St Austell, Cornwall;England;Southampton;New York City;;;0;;
3;Sawyer, Mr. Frederick Charles;Mr;Male;33;Basingstoke, Hampshire;England;Southampton;Halley, Michigan, US;;;0;;284MB
3;Scanlan, Mr. James;Mr;Male;22;Rathkeale, Limerick;Ireland;Queenstown;New York City;;;0;;
3;Scheerlinck, Mr. Jean Baptiste;Mr;Male;29;Haaltert, East Flanders;Belgium;Southampton;Detroit, Michigan, US;;;1;11;
3;Sdycoff, Mr. Theodor;Mr;Male;42;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Shaughnessy, Mr. Patrick;Mr;Male;24;Tynagh, Galway;Ireland;Queenstown;New York City;;;0;;
3;Shawah, Mr. Yousseff Ibrahim;Mr;Male;33;Beirut;Lebanon;Cherbourg;New York City;;;0;;
3;Shadid, Mr. Dahir Abu;Mr;Male;19;Ibrin[81];Syria or Lebanon;Cherbourg;Kulpmont, Pennsylvania, US;;;0;;9MB
3;Shellard, Mr. Frederick William Blainey;Mr;Male;55;Bristol, Avon;England;Southampton;Troy, New York, US;;;0;;
3;Shihab, Mr. Amir Faris;Mr;Male;25;Hadath;Lebanon;Cherbourg;New York City;;;0;;
3;Shine, Miss Ellen Natalia;Miss;Female;20;Cork, Cork;Ireland;Queenstown;New York City;;;1;?;
3;Shorney, Mr. Charles Joseph;Mr;Male;22;Heron's Ghyll, East Sussex;England;Southampton;New York, US;;;0;;240{?}MB
3;Simmons, Mr. John;Mr;Male;39;Leigh, Kent;England;Southampton;New York City;;;0;;
3;Sirkanian, Mr. Arsun;Mr;Male;22;Ki??;Turkey;Cherbourg;Brantford, Ontario, Canada;;;0;;
3;Sirota, Mr. Maurice;Mr;Male;20;London;England;Southampton;New York City;;;0;;
3;Sivi?, Mr. Husein;Mr;Male;40;Bosanska Krupa;Bosnia;Southampton;Harrisburg, Pennsylvania, US;;;0;;
3;Sivola, Mr. Antti Vilhelmi;Mr;Male;21;Mountain Home, Idaho;US;Southampton;Mountain Home, Idaho, US;;;0;;
3;Sjöblom, Miss Anna Sofiia;Miss;Female;18;Munsala;Finland;Southampton;Olympia, Washington, US;;;1;16;
3;Skoog, Mr. Wilhelm Johansson;Mr;Male;40;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Skoog, Mrs. Anna Bernhardina (née Karlsson);Mr;Female;43;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Skoog, Master Karl Thorsten;Master;Male;11;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Skoog, Miss Mabel;Miss;Female;9;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Skoog, Master Harald;Master;Male;5;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Skoog, Miss Margit Elizabeth;Miss;Female;2;Hällekis, Västergötland;Sweden;Southampton;Iron Mountain, Michigan, US;;;0;;
3;Slabenoff, Mr. Peko;Mr;Male;42;Unknown;Bulgaria;Southampton;New York City;;;0;;
3;Slocovski, Mr. Selman Francis;Mr;Male;20;London;England;Southampton;New York City;;;0;;
3;Smiljani?, Mr. Jakob Mile;Mr;Male;37;Pisac;Croatia;Southampton;New York City;;;0;;
3;Smyth, Mr. Thomas;Mr;Male;26;Caltra, Galway;Ireland;Queenstown;Hammond, Indiana, US;;;0;;
3;Smyth, Miss Julia;Miss;Female;17;Kilcogy, Cavan;Ireland;Queenstown;New York City;;;1;13;
3;Søholt, Mr. Peter Andreas Lauritz Andersen;Mr;Male;19;Ålesund, Møre og Romsdal;Norway;Southampton;Minneapolis, Minnesota, US;;;0;;
3;Somerton, Mr. Francis William;Mr;Male;30;Greatfield, Cheltenham;England;Southampton;Canastota, New York, US;;;0;;
3;Spector, Mr. Woolf;Mr;Male;23;London;England;Southampton;New York City;;;0;;
3;Spinner, Mr. Henry John;Mr;Male;32;Arboretum, Worcestershire;England;Southampton;Gloversville, New York, US;;;0;;
3;Staneff, Mr. Ivan;Mr;Male;23;Debnevo, Troyan;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Stankovi?, Mr. Ivan;Mr;Male;33;Galdovo;Croatia;Cherbourg;New York City;;;0;;
3;Stanley, Miss Amy Zillah Elsie;Miss;Female;24;Wallingford, Oxfordshire;England;Southampton;New Haven, Connecticut, US;;;1;C;
3;Stanley, Mr. Edward Rowland;Mr;Male;21;Swanage;England;Southampton;Cleveland, Ohio, US;;;0;;
3;Storey, Mr. Thomas;Mr;Male;51;Liverpool, Merseyside;England,;Southampton;New York City;;;0;;261MB
3;Stoytcheff, Mr. Ilia;Mr;Male;19;Gumostnik, Lovec;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Strandberg, Miss Ida Sofia;Miss;Female;22;Turku;Finland;Southampton;New York City;;;0;;
3;Strandén, Mr. Juho Niilonpoika;Mr;Male;31;Muljula, Kitee;Finland;Southampton;Duluth, Minnesota, US;;;1;9;
3;Strili?, Mr. Ivan;Mr;Male;27;Široka Kula;Croatia;Southampton;Chicago, Illinois, US;;;0;;
3;Ström, Mrs. Elna Matilda (née Persson);Mr;Female;29;Indiana Harbor, Indiana;US;Southampton;Indiana Harbor, Indiana, US;;;0;;
3;Ström, Miss Thelma Matilda Wilhelmina;Miss;Female;2;Indiana Harbor, Indiana;US;Southampton;Indiana Harbor, Indiana, US;;;0;;
3;Sunderland, Mr. Victor Francis;Mr;Male;20;London;England;Southampton;Cleveland, Ohio, US;;;1;B;
3;Sundman, Mr. Johan Julian;Mr;Male;44;Munsala;Finland;Southampton;Cheyenne, Wyoming, US;;;1;15;
3;Sutehall Jr., Mr. Henry;Mr;Male;25;London;England;Southampton;Buffalo, New York, US;;;0;;
3;Svensson, Mr. Johan;Mr;Male;74;Reftele, Småland;Sweden;Southampton;Effington Rut, South Dakota, US;;;0;;
3;Svensson, Mr. Johan Cervin;Mr;Male;14;Knäred, Halland;Sweden;Southampton;Beresford, South Dakota, US;;;1;13;
3;Svensson, Mr. Olof;Mr;Male;24;Björkeberga, Skåne;Sweden;Southampton;New York City;;;0;;
3;Tenglin, Mr. Gunnar Isidor;Mr;Male;25;Stockholm, Uppland;Sweden;Southampton;Burlington, Iowa, US;;;1;13;
3;Theobald, Mr. Thomas Leonard;Mr;Male;34;Strood, Kent;England;Southampton;Detroit, Michigan, US;;;0;;176MB
3;Tannous, Mr. Charles R'ad;Mr;Male;31;Hardîne;Lebanon;Cherbourg;Wilkes Barre, Pennsylvania, US;;;0;;
3;"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""";Mr;Female;16;Hardîne;Lebanon;Cherbourg;Wilkes Barre, Pennsylvania, US;;;1;14;
3;Tannous, Master As'ad Iskandar Fa'ud;Master;Male;0,4;Hardîne;Lebanon;Cherbourg;Wilkes Barre, Pennsylvania, US;;;1;16;
3;Thomas, Mr. John;Mr;Male;34;Unknown;Unknown;Cherbourg;Columbus, Ohio, US;;;0;;
3;Thomas, Mr. Tannous John;Mr;Male;16;Unknown;Lebanon;Cherbourg;Columbus, Ohio, US;;;0;;
3;Thompson, Mr. Alexander Morrison;Mr;Male;36;Unknown;Scotland;Southampton;New York City;;;0;;
3;Thorneycroft, Mr. Percival Thomas;Mr;Male;36;Maidstone, Kent;England;Southampton;Clinton, New York, US;;;0;;
3;Thorneycroft, Mrs. Florence Kate (née Stears);Mr;Female;32;Maidstone, Kent;England;Southampton;Clinton, New York, US;;;1;10;
3;Tikkanen, Mr. Juho;Mr;Male;32;Pielavesi;Finland;Southampton;New York City;;;0;;
3;Tobin, Mr. Roger;Mr;Male;20;Cahir, Tipperary;Ireland;Queenstown;New York City;;;0;;
3;Todoroff, Mr. Lalio;Mr;Male;23;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Tomlin, Mr. Ernest Portage;Mr;Male;22;Portage la Prairie, Manitoba;Canada;Southampton;Des Moines, Iowa, US;;;0;;50MB
3;Törber, Mr. Ernst Wilhelm;Mr;Male;44;Unknown;Germany;Southampton;New York City;;;0;;
3;Torfa, Mr. Assad;Mr;Male;20;Unknown;Syria;Cherbourg;New York City;;;0;;
3;Törnquist, Mr. William Henry;Mr;Male;25;Sundbyberg;Sweden;Southampton;New York City;;;1;15;
3;Touma, Mrs. Hanna Youssef (née Razi);Mr;Female;27;Tibnin;Lebanon;Cherbourg;Dowagiac, Michigan, US;;;1;C;
3;Touma, Miss Marianna Youssef;Miss;Female;9;Tibnin;Lebanon;Cherbourg;Dowagiac, Michigan, US;;;1;C;
3;Touma, Master Gerios (George) Youssef;Master;Male;8;Tibnin;Lebanon;Cherbourg;Dowagiac, Michigan, US;;;1;C;
3;Tur?in, Mr. Stjepan;Mr;Male;36;Bratina;Croatia;Southampton;Youngstown, Ohio, US;;;0;;
3;Turja, Miss Anna Sofiia;Miss;Female;18;Oulainen, Oulu;Finland;Southampton;Ashtabula, Ohio, US;;;1;15;
3;Turkula, Mrs. Hedvig;Mr;Female;63;Jalasjärvi, Southern Ostrobothnia;Finland;Southampton;Hibbing, Minnesota, US;;;1;15;
3;Van Billiard, Mr. Austin Blyler;Mr;Male;35;London;England;Southampton;North Wales, Pennsylvania, US;;;0;;255MB
3;Van Billiard, Master James William;Master;Male;10;London;England;Southampton;North Wales, Pennsylvania, US;;;0;;
3;Van Billiard, Master Walter John;Master;Male;9;London;England;Southampton;North Wales, Pennsylvania, US;;;0;;1{?}MB[82][83]
3;Van de Velde, Mr. Johannes Josef;Mr;Male;35;Denderhoutem;Belgium;Southampton;New York City;;;0;;
3;Van den Steen, Mr. Leo Peter;Mr;Male;28;Haaltert;Belgium;Southampton;New York City;;;0;;
3;Van Impe, Mr. Jean-Baptiste;Mr;Male;36;Kerksken;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Van Impe, Mrs. Rosalie Paula (née Govaert);Mr;Female;30;Kerksken;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Van Impe, Miss Catharina;Miss;Female;10;Kerksken;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Van Melkebeke, Mr. Philemon Edmund;Mr;Male;23;Haaltert, East Flanders;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Vandercruyssen, Mr. Victor;Mr;Male;46;Zwevezele;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Vanderplancke, Mr. Julius;Mr;Male;31;Zwevezele;Belgium;Southampton;Fremont, Ohio, US;;;0;;
3;Vanderplancke, Mrs. Emelie Maria (née Vandemoortele);Mr;Female;31;Pittem;Belgium;Southampton;Fremont, Ohio, US;;;0;;
3;Vanderplancke, Miss Augusta Maria;Miss;Female;18;Zwevezele;Belgium;Southampton;Fremont, Ohio, US;;;0;;
3;Vanderplancke, Mr. Leo Edmondus;Mr;Male;15;Zwevezele;Belgium;Southampton;Fremont, Ohio, US;;;0;;
3;Van de Walle, Mr. Nestor Cyriel;Mr;Male;28;Westrozebeke;Belgium;Southampton;New York City;;;0;;
3;Vartanian, Mr. Dawud;Mr;Male;22;Ki??;Turkey;Cherbourg;Brantford, Ontario, Canada;;;1;13;
3;Vendel, Mr. Olof Edvin;Mr;Male;29;Östra Sallerup, Skåne;Sweden;Southampton;St. Paul, Minnesota, US;;;0;;
3;Veström, Miss Hulda Amanda Adolfina;Miss;Female;14;Salmunds, Gotland;Sweden;Southampton;Los Angeles, US;;;0;;
3;Vovk, Mr. Janko;Mr;Male;21;Jesenice;Slovenia;Southampton;St. Joseph, Minnesota, US;;;0;;
3;Waelens, Mr. Achille;Mr;Male;22;Ruiselede, West Flanders;Belgium;Southampton;Stanton, Ohio, US;;;0;;140MB
3;Ware, Mr. Frederick William;Mr;Male;34;Greenwich, London;England;Southampton;New York City;;;0;;
3;Warren, Mr. Charles William;Mr;Male;30;Portsmouth, Hampshire;England;Southampton;New York City;;;0;;
3;Wazni, Mr. Yousif Ahmed;Mr;Male;25;Tebnin;Lebanon;Cherbourg;New York City;;;0;;
3;Webber, Mr. James;Mr;Male;66;San Francisco;US;Southampton;San Francisco, US;;;0;;
3;Wennerström, Mr. August Edvard Andersson;Mr;Male;27;Malmö, Skåne;Sweden;Southampton;Chicago, Illinois, US;;;1;A;
3;Widegren, Mr. Carl Peter;Mr;Male;51;Algutsrum, Kalmar;Sweden;Southampton;New York City;;;0;;
3;Wiklund, Mr. Jakob Alfred;Mr;Male;18;Vaasa;Finland;Southampton;Montreal, Quebec, Canada;;;0;;314
3;Wiklund, Mr. Karl Johan;Mr;Male;21;Vaasa;Finland;Southampton;Montreal, Quebec, Canada;;;0;;
3;Wilkes, Mrs. Ellen;Mr;Female;47;Penzance, Cornwall;England;Southampton;Akron, Ohio, US;;;1;16;
3;Willer, Mr. Aaron;Mr;Male;37;Unknown;Russia;Cherbourg;Chicago, Illinois, US;;;0;;
3;Willey, Mr. Edward;Mr;Male;18;Market Drayton, Shropshire;England;Southampton;Schenectady, New York, US;;;0;;
3;"Williams, Mr. Howard Hugh ""Harry""";Mr;Male;28;Guernsey, Channel Islands;Channel Islands;Southampton;New York City;;;0;;
3;Williams, Mr. Leslie;Mr;Male;28;Tonypandy, Glamorgan;Wales;Southampton;New York City;;;0;;14MB
3;Windeløv, Mr. Einar;Mr;Male;21;Cape Town;South Africa;Southampton;New York City;;;0;;
3;Wirz, Mr. Albert;Mr;Male;27;Uster;Switzerland;Southampton;Beloit, Wisconsin, US;;;0;;131MB
3;Wiseman, Mr. Phillippe;Mr;Male;54;London;England;Southampton;Quebec City, Quebec, Canada;;;0;;
3;Wittevrongel, Mr. Camilius Aloysius;Mr;Male;36;Westrozebeke;Belgium;Southampton;Detroit, Michigan, US;;;0;;
3;Yasbak, Mr. Antun;Mr;Male;27;Unknown;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;0;;
3;Yasbak, Mrs. Silanah Fa'ud (née Iskandar);Mr;Female;15;Unknown;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;1;C;
3;Ylieff, Mr. Ylio;Mr;Male;32;Unknown;Bulgaria;Southampton;Chicago, Illinois, US;;;0;;
3;Youssef, Mr. Gerios (Abi Saab);Mr;Male;26;Hardîne;Lebanon;Cherbourg;Youngstown, Ohio, US;;;0;;312M
3;Youssef, Mr. Gerios (Sam'aan);Mr;Male;45;Hardîne;Lebanon;Cherbourg;Wilkes-Barre, Pennsylvania, US;;;0;;
3;"Zajib Qiyamah, Miss Adal ""Jane""";Miss;Female;15;El Shweir;Lebanon;Cherbourg;Brooklyn, New York, US;;;1;C;
3;Zakarian, Mr. Haroutyun Der;Mr;Male;27;Ki??;Turkey;Cherbourg;Brantford, Ontario, Canada;;;0;;
3;Zakarian, Mr. Mapri Der;Mr;Male;22;Ki??;Turkey;Cherbourg;Brantford, Ontario, Canada;;;0;;304MB
3;Zimmermann, Mr. Leo;Mr;Male;29;Todtmoos;Germany;Southampton;Saskatoon, Saskatchewan, Canada;;;0;;
4;Boxhall, Sub-Lieutenant Joseph Groves, RNR;FAUX;Male;28;Hull, Yorkshire, England;Belfast;;;Fourth Officer;Officer;1;2;
4;Lightoller, Sub-Lieutenant Charles Herbert, RNR;FAUX;Male;38;Netley, Hampshire, England;Belfast;;;Second Officer;Officer;1;B;
4;Lowe, Sub-Lieutenant Harold Godfrey, RNR;FAUX;Male;29;Barmouth, Merionethshire, Wales;Belfast;;;Fifth Officer;Officer;1;14;
4;Moody, Mr. James Paul;Mr;Male;24;Grimsby, Lincolnshire, England;Belfast;;;Sixth Officer;Officer;0;;
4;Murdoch, Lieutenant William McMaster, RNR;Master;Male;39;Dalbeattie, Kirkcudbrightshire, Scotland;Belfast;;;First Officer;Officer;0;;
4;Pitman, Mr. Herbert John;Mr;Male;34;Castle Cary, Somerset, England;Belfast;;;Third Officer;Officer;1;5;
4;Smith, Commander Edward John, RNR (Retd);FAUX;Male;62;Hanley, Stoke-on-Trent, Staffordshire, England;Southampton;;;Captain;Officer;0;;
4;Wilde, Lieutenant Henry Tingle, RNR;FAUX;Male;39;Walton, Lancashire, England;Southampton;;;Chief Officer;Officer;0;;
4;Anderson, Mr. James;Mr;Male;40;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;16;
4;Anderson, Mr. John;Mr;Male;41;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;16;
4;Archer, Mr. Ernest Edward;Mr;Male;36;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;3;
4;Bailey, Mr. Joseph Henry;Mr;Male;43;Southampton, Hampshire, England;Southampton;;;Master-at-arms;Deck crew;1;16;
4;Bradley, Mr. T.;Mr;Male;29;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;0;;
4;Brice, Mr. Walter T.;Mr;Male;42;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;11;
4;Bright, Mr. Arthur John;Mr;Male;41;Woolston, Hampshire, England;Southampton;;;Quartermaster;Deck crew;1;D;
4;Buley, Mr. Edward John;Mr;Male;27;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;10;
4;Clench, Mr. Frederick;Mr;Male;34;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;12;
4;Clench, Mr. George James;Mr;Male;31;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;0;;
4;Couch, Mr. Frank;Mr;Male;28;Port Isaac, Cornwall;Southampton;;;Able Seaman;Deck crew;0;;253MB
4;Davis, Mr. Stephen James;Mr;Male;39;Landport, Hampshire, England;Southampton;;;Able Seaman;Deck crew;0;;
4;Evans, Mr. Alfred Frank;Mr;Male;24;Southampton, Hampshire, England;Southampton;;;Lookout;Deck crew;1;15;
4;Evans, Mr. Frank Oliver;Mr;Male;24;Southampton, Hampshire, England;Southampton;;;Able Seaman;Deck crew;1;10;
4;Fleet, Mr. Frederick;Mr;Male;24;Southampton, Hampshire, England;Belfast;;;Lookout;Deck crew;1;6;
4;Foley, Mr. John;Mr;Male;44;Southampton, Hampshire, England;Belfast;;;Storekeeper;Deck crew;1;4;
